ts,oid,trader,side,type,price,qty
174.500000,1835,N6,buy,limit,100.20,92
174.700000,1832,N7,buy,cancel,100.14,40
174.700000,1836,N7,sell,market,,94
175.000000,1837,N5,buy,limit,100.15,55
175.200000,1838,N7,sell,limit,100.22,19
175.400000,1839,N4,buy,limit,100.04,10
175.500000,1840,N4,buy,limit,100.10,65
175.500000,1841,N12,buy,limit,100.04,80
175.600000,1837,N5,buy,cancel,100.15,55
175.600000,1842,N5,sell,limit,100.12,37
175.700000,1774,N3,sell,cancel,100.45,27
175.700000,1843,N3,sell,limit,100.34,64
175.800000,1844,N11,buy,limit,99.99,94
175.800000,1845,N12,sell,market,,22
175.900000,1846,N14,sell,market,,97
176.400000,1847,N10,sell,market,,91
176.400000,1848,N12,sell,limit,100.12,44
176.500000,1849,N8,sell,limit,100.24,56
177.000000,1850,N11,buy,market,,91
177.000000,1829,MM,sell,cancel,100.22,80
177.000000,1851,MM,buy,limit,100.04,80
177.000000,1852,MM,sell,limit,100.14,80
177.100000,1853,N0,sell,market,,13
177.200000,1854,N3,sell,limit,100.16,96
177.400000,1855,CA,sell,limit,100.03,67
177.800000,1856,N14,buy,market,,27
178.200000,1857,N1,sell,limit,100.02,50
178.500000,1858,N5,buy,limit,99.96,15
178.500000,1859,N14,sell,limit,100.03,25
178.800000,1860,N3,sell,limit,100.29,37
178.800000,1861,N5,sell,market,,39
178.800000,1862,CA,buy,market,,22
178.900000,1863,N1,sell,market,,59
179.000000,1864,N14,buy,limit,99.95,76
179.400000,1865,N5,sell,limit,100.10,79
179.400000,1866,N6,sell,limit,100.33,56
179.700000,1867,CA,sell,limit,100.26,65
179.800000,1868,N0,buy,limit,99.63,87
180.000000,1825,N4,sell,cancel,100.32,68
180.000000,1869,N4,buy,limit,99.96,95
180.000000,1864,N14,buy,cancel,99.95,76
180.000000,1870,N14,sell,market,,91
180.000000,1852,MM,sell,cancel,100.14,33
180.000000,1871,MM,buy,limit,99.95,80
180.000000,1872,MM,sell,limit,100.05,80
180.100000,1869,N4,buy,cancel,99.96,15
180.100000,1873,N4,sell,limit,100.13,69
180.100000,1874,N14,sell,market,,91
180.100000,1875,CA,buy,limit,99.96,76
180.600000,1865,N5,sell,cancel,100.10,79
180.600000,1876,N5,sell,market,,42
180.600000,1877,N12,sell,limit,99.99,67
180.700000,1868,N0,buy,cancel,99.63,76
180.700000,1878,N0,sell,limit,100.09,57
180.700000,1879,N9,sell,market,,30
180.700000,1880,N14,sell,limit,100.06,23
180.900000,1878,N0,sell,cancel,100.09,57
180.900000,1881,N0,buy,limit,99.94,94
181.000000,1882,N3,sell,market,,87
181.200000,1883,N7,sell,market,,88
181.300000,1884,N1,buy,limit,99.81,19
181.400000,1885,N2,sell,limit,99.90,44
181.400000,1877,N12,sell,cancel,99.99,67
181.400000,1886,N12,sell,limit,99.92,35
181.600000,1887,N5,buy,limit,99.85,39
181.700000,1805,N11,sell,cancel,100.33,79
181.700000,1888,N11,sell,market,,91
181.900000,1889,N13,buy,limit,99.74,18
182.300000,1885,N2,sell,cancel,99.90,44
182.300000,1890,N2,buy,limit,99.85,87
182.400000,1891,N11,buy,limit,99.90,71
182.500000,1892,N2,buy,market,,27
182.500000,1849,N8,sell,cancel,100.24,56
182.500000,1893,N8,sell,limit,100.02,58
182.500000,1894,N10,buy,limit,99.78,40
182.600000,1895,N14,sell,limit,100.04,25
182.700000,1896,N9,sell,limit,99.98,94
183.000000,1872,MM,sell,cancel,100.05,80
183.000000,1897,MM,buy,limit,99.87,80
183.000000,1898,MM,sell,limit,99.97,80
183.100000,1899,N2,sell,limit,100.03,38
183.200000,1900,N9,buy,market,,72
183.200000,1901,CA,sell,limit,100.06,20
183.400000,1896,N9,sell,cancel,99.98,94
183.400000,1902,N9,sell,market,,28
183.600000,1784,N3,sell,cancel,100.31,51
183.600000,1903,N3,sell,market,,75
183.600000,1904,N8,sell,limit,99.99,11
183.700000,1873,N4,sell,cancel,100.13,69
183.700000,1905,N4,buy,limit,99.79,12
183.700000,1894,N10,buy,cancel,99.78,40
183.700000,1906,N10,buy,market,,71
184.000000,1907,N0,sell,market,,39
184.100000,1905,N4,buy,cancel,99.79,12
184.100000,1908,N4,sell,limit,99.98,44
184.100000,1909,N13,buy,limit,99.88,25
184.200000,1910,N14,buy,market,,79
184.300000,1911,N5,sell,market,,39
184.300000,1912,N10,sell,limit,100.22,13
184.400000,1913,N4,buy,limit,99.89,14
184.500000,1913,N4,buy,cancel,99.89,14
184.500000,1914,N4,sell,limit,100.16,15
184.600000,1915,N9,sell,limit,99.98,68
184.800000,1916,N3,sell,market,,11
185.100000,1917,N0,sell,limit,99.98,97
185.100000,1918,N10,sell,limit,100.01,94
185.100000,1889,N13,buy,cancel,99.74,18
185.100000,1919,N13,sell,limit,100.01,36
185.200000,1920,CA,buy,limit,99.93,23
185.300000,1921,N12,buy,limit,99.79,61
185.400000,1919,N13,sell,cancel,100.01,36
185.400000,1922,N13,sell,market,,26
185.400000,1901,CA,sell,cancel,100.06,20
185.400000,1923,CA,buy,limit,99.89,41
185.700000,1924,CB,buy,market,,79
185.800000,1925,N3,sell,market,,30
186.000000,1926,MM,buy,limit,100.01,80
186.000000,1927,MM,sell,limit,100.11,80
186.100000,1928,N7,buy,limit,100.05,12
186.400000,1838,N7,sell,cancel,100.22,19
186.400000,1929,N7,buy,limit,100.06,66
186.500000,1930,N3,buy,limit,100.08,78
186.700000,1931,N13,sell,limit,100.11,71
186.900000,1932,N5,sell,limit,100.17,89
187.000000,1866,N6,sell,cancel,100.33,56
187.000000,1933,N6,buy,market,,20
187.000000,1934,N12,sell,market,,15
187.200000,1935,N1,buy,limit,99.91,57
187.400000,1936,N9,sell,limit,100.19,72
187.400000,1937,N13,buy,limit,100.10,40
187.700000,1938,N7,sell,limit,100.22,84
188.000000,1939,N11,buy,limit,100.11,64
188.000000,1940,CB,buy,limit,100.16,18
188.300000,1941,N9,sell,limit,100.24,56
188.300000,1942,N11,sell,limit,100.21,85
188.300000,1943,N12,sell,limit,100.32,42
188.400000,1944,N10,buy,market,,67
188.500000,1945,N8,sell,market,,93
188.500000,1946,N13,buy,market,,26
188.900000,1947,N14,buy,limit,100.17,38
189.000000,1948,N6,buy,market,,59
189.000000,1949,MM,buy,limit,100.13,80
189.000000,1950,MM,sell,limit,100.23,80
189.100000,1951,N5,sell,market,,31
189.300000,1952,N4,sell,limit,100.21,83
189.300000,1953,N5,buy,limit,100.14,55
189.300000,1954,N12,buy,limit,100.03,56
189.600000,1955,N6,buy,limit,100.10,93
189.600000,1956,N14,buy,limit,100.12,10
189.700000,1957,CB,buy,limit,99.97,68
189.800000,1955,N6,buy,cancel,100.10,93
189.800000,1958,N6,buy,market,,86
189.900000,1959,N8,buy,limit,99.99,79
190.000000,1860,N3,sell,cancel,100.29,37
190.000000,1960,N3,sell,limit,100.14,95
190.300000,1961,N12,buy,market,,46
190.400000,1962,N0,sell,market,,79
190.400000,1963,N9,buy,market,,24
190.600000,1959,N8,buy,cancel,99.99,79
190.600000,1964,N8,sell,limit,100.16,92
190.600000,1954,N12,buy,cancel,100.03,36
190.600000,1965,N12,buy,limit,99.98,30
190.800000,1966,N5,sell,market,,90
190.900000,1967,N5,buy,market,,65
191.000000,1968,N9,buy,limit,100.07,59
191.100000,1969,N5,buy,limit,99.94,85
191.200000,1970,N3,buy,limit,100.01,91
191.200000,1971,N11,buy,limit,100.02,16
191.300000,1843,N3,sell,cancel,100.34,64
191.300000,1972,N3,buy,market,,95
191.400000,1773,N3,sell,cancel,100.55,94
191.400000,1973,N3,sell,limit,100.19,69
191.500000,1938,N7,sell,cancel,100.22,84
191.500000,1974,N7,buy,limit,100.17,75
191.700000,1973,N3,sell,cancel,100.19,69
191.700000,1975,N3,buy,limit,100.14,53
191.700000,1976,N5,sell,market,,67
191.700000,1977,N13,buy,limit,100.15,60
191.800000,1826,N2,sell,cancel,100.23,26
191.800000,1978,N2,sell,market,,87
191.800000,1979,N6,sell,market,,36
191.900000,1980,N0,sell,limit,100.33,44
191.900000,1981,N4,buy,limit,100.08,23
191.900000,1982,N7,buy,limit,100.11,16
191.900000,1983,N11,sell,market,,66
192.000000,1950,MM,sell,cancel,100.23,80
192.000000,1984,MM,buy,limit,100.12,80
192.000000,1985,MM,sell,limit,100.22,80
192.100000,1783,N1,sell,cancel,100.42,22
192.100000,1986,N1,buy,market,,17
192.300000,1987,N0,buy,limit,100.01,83
192.400000,1988,N0,buy,limit,100.11,40
192.400000,1989,N9,sell,limit,100.15,53
192.500000,1988,N0,buy,cancel,100.11,40
192.500000,1990,N0,buy,limit,100.10,27
192.600000,1943,N12,sell,cancel,100.32,42
192.600000,1991,N12,buy,limit,100.15,20
192.700000,1890,N2,buy,cancel,99.85,64
192.700000,1992,N2,sell,limit,100.20,81
192.800000,1792,N2,sell,cancel,100.52,59
192.800000,1993,N2,sell,market,,46
192.900000,1994,N6,buy,limit,100.07,23
193.000000,1867,CA,sell,cancel,100.26,65
193.000000,1995,CA,buy,limit,100.16,59
193.100000,1996,N4,sell,limit,100.34,84
193.100000,1997,N8,buy,limit,100.03,52
193.100000,1998,N9,buy,limit,100.13,14
193.400000,1999,N13,buy,market,,29
193.500000,1987,N0,buy,cancel,100.01,83
193.500000,2000,N0,sell,limit,100.28,69
193.500000,1941,N9,sell,cancel,100.24,56
193.500000,2001,N9,buy,limit,100.13,75
193.600000,1952,N4,sell,cancel,100.21,83
193.600000,2002,N4,sell,limit,100.18,40
193.600000,1957,CB,buy,cancel,99.97,8
193.600000,2003,CB,buy,limit,100.10,47
193.700000,2004,N1,sell,limit,100.32,26
193.900000,2005,N0,sell,limit,100.17,24
193.900000,2006,N5,sell,limit,100.14,39
194.000000,1942,N11,sell,cancel,100.21,24
194.000000,2007,N11,sell,limit,100.16,18
194.100000,2008,N6,sell,market,,33
194.100000,1809,N10,sell,cancel,100.34,14
194.100000,2009,N10,buy,limit,100.10,31
194.200000,2010,N5,buy,market,,16
194.300000,2011,N1,sell,limit,100.15,45
194.400000,2000,N0,sell,cancel,100.28,69
194.400000,2012,N0,sell,limit,100.30,99
194.400000,2013,N14,sell,limit,100.34,46
194.600000,1970,N3,buy,cancel,100.01,91
194.600000,2014,N3,sell,limit,100.16,72
194.600000,2015,N5,buy,limit,100.14,33
194.600000,2016,N12,sell,limit,100.26,31
194.700000,2017,N13,buy,limit,100.03,74
194.800000,1994,N6,buy,cancel,100.07,23
194.800000,2018,N6,buy,market,,90
194.900000,2019,N3,buy,limit,100.18,62
195.000000,2017,N13,buy,cancel,100.03,74
195.000000,2020,N13,buy,limit,99.96,19
195.000000,1984,MM,buy,cancel,100.12,34
195.000000,1985,MM,sell,cancel,100.22,80
195.000000,2021,MM,buy,limit,100.12,80
195.000000,2022,MM,sell,limit,100.22,80
195.100000,1990,N0,buy,cancel,100.10,27
195.100000,2023,N0,sell,limit,100.49,10
195.100000,2024,N12,buy,market,,92
195.300000,2025,N8,sell,limit,100.17,86
195.700000,2026,N10,sell,limit,100.19,75
195.700000,1971,N11,buy,cancel,100.02,16
195.700000,2027,N11,buy,limit,100.05,28
195.900000,2028,N8,sell,limit,100.18,25
196.200000,2029,N2,buy,market,,17
196.400000,2030,N4,sell,limit,100.26,84
196.500000,1817,N10,sell,cancel,100.24,64
196.500000,2031,N10,buy,limit,100.20,19
196.800000,2027,N11,buy,cancel,100.05,28
196.800000,2032,N11,sell,limit,100.31,15
196.900000,1921,N12,buy,cancel,99.79,61
196.900000,2033,N12,sell,market,,85
197.000000,2034,N3,buy,market,,49
197.100000,2035,N6,buy,limit,100.23,59
197.300000,2036,N6,buy,limit,100.12,72
197.300000,2001,N9,buy,cancel,100.13,4
197.300000,2037,N9,sell,limit,100.43,13
197.400000,2038,N5,buy,limit,100.22,91
197.600000,2039,N1,sell,limit,100.35,33
197.700000,2040,N1,buy,limit,100.28,50
197.700000,2041,N2,buy,limit,99.98,76
197.700000,2042,CA,sell,market,,93
197.800000,2036,N6,buy,cancel,100.12,59
197.800000,2043,N6,buy,limit,100.18,41
197.800000,2009,N10,buy,cancel,100.10,31
197.800000,2044,N10,buy,limit,99.91,75
197.900000,2045,N9,sell,limit,100.49,22
198.000000,2043,N6,buy,cancel,100.18,41
198.000000,2046,N6,sell,limit,100.50,52
198.000000,2047,N10,buy,limit,100.16,13
198.000000,2048,N12,buy,market,,48
198.000000,2022,MM,sell,cancel,100.22,22
198.000000,2049,MM,buy,limit,100.21,80
198.000000,2050,MM,sell,limit,100.31,80
198.200000,2051,N1,buy,limit,100.13,64
198.400000,2052,N3,sell,limit,100.31,84
198.400000,2053,CA,buy,market,,87
198.700000,2012,N0,sell,cancel,100.30,99
198.700000,2054,N0,sell,market,,88
198.700000,2055,CA,buy,limit,100.30,50
199.100000,2023,N0,sell,cancel,100.49,10
199.100000,2056,N0,buy,limit,99.99,54
199.500000,2057,N12,buy,limit,100.07,21
199.600000,2058,N0,sell,limit,100.40,27
199.600000,2041,N2,buy,cancel,99.98,76
199.600000,2059,N2,buy,limit,100.24,43
199.600000,2046,N6,sell,cancel,100.50,52
199.600000,2060,N6,buy,limit,100.16,51
199.700000,2056,N0,buy,cancel,99.99,54
199.700000,2061,N0,sell,limit,100.44,24
199.700000,2062,N6,buy,limit,100.16,98
199.700000,2032,N11,sell,cancel,100.31,15
199.700000,2063,N11,buy,limit,100.23,33
199.800000,2044,N10,buy,cancel,99.91,75
199.800000,2064,N10,buy,limit,100.23,41
199.900000,2065,N5,buy,limit,100.25,19
199.900000,2062,N6,buy,cancel,100.16,98
199.900000,2066,N6,buy,limit,100.11,32
199.900000,2057,N12,buy,cancel,100.07,21
199.900000,2067,N12,buy,limit,100.24,61
200.000000,2068,N11,buy,limit,100.14,59
200.000000,2067,N12,buy,cancel,100.24,61
200.000000,2069,N12,buy,market,,55
200.000000,2020,N13,buy,cancel,99.96,19
200.000000,2070,N13,buy,limit,100.19,27
200.200000,2071,N10,buy,limit,100.07,15
200.300000,2039,N1,sell,cancel,100.35,33
200.300000,2072,N1,sell,market,,13
200.400000,1997,N8,buy,cancel,100.03,52
200.400000,2073,N8,buy,market,,89
200.500000,1969,N5,buy,cancel,99.94,85
200.500000,2074,N5,buy,limit,100.17,64
200.700000,2075,N3,buy,limit,100.03,99
201.000000,2076,MM,buy,limit,100.20,80
201.000000,2077,MM,sell,limit,100.30,80
201.200000,2070,N13,buy,cancel,100.19,27
201.200000,2078,N13,buy,limit,100.25,71
201.300000,2079,N8,buy,limit,100.23,23
201.600000,2080,N1,buy,limit,100.19,94
201.800000,2013,N14,sell,cancel,100.34,46
201.800000,2081,N14,sell,market,,62
201.900000,2082,N0,sell,market,,25
201.900000,2060,N6,buy,cancel,100.16,51
201.900000,2083,N6,buy,market,,14
202.000000,2084,CA,buy,limit,100.24,32
202.100000,2066,N6,buy,cancel,100.11,32
202.100000,2085,N6,sell,limit,100.26,67
202.200000,2086,N14,buy,limit,100.16,81
202.400000,2085,N6,sell,cancel,100.26,67
202.400000,2087,N6,sell,limit,100.20,97
202.500000,2086,N14,buy,cancel,100.16,81
202.500000,2088,N14,sell,limit,100.31,88
202.700000,2089,N6,sell,market,,22
202.700000,2090,N12,buy,market,,81
202.800000,2091,N1,sell,limit,100.22,22
202.800000,2092,N9,buy,market,,66
202.900000,2058,N0,sell,cancel,100.40,27
202.900000,2093,N0,sell,limit,100.22,17
203.100000,2094,N8,sell,limit,100.27,14
203.200000,2095,N4,sell,limit,100.38,10
203.200000,2071,N10,buy,cancel,100.07,15
203.200000,2096,N10,sell,limit,100.31,77
203.200000,2097,N11,buy,limit,100.12,43
203.300000,1996,N4,sell,cancel,100.34,84
203.300000,2098,N4,buy,limit,99.94,75
203.400000,2047,N10,buy,cancel,100.16,5
203.400000,2099,N10,sell,limit,100.51,95
203.900000,2075,N3,buy,cancel,100.03,99
203.900000,2100,N3,buy,limit,100.26,59
203.900000,2074,N5,buy,cancel,100.17,64
203.900000,2101,N5,buy,limit,100.10,97
203.900000,2102,N12,buy,market,,70
204.000000,2076,MM,buy,cancel,100.20,80
204.000000,2103,MM,buy,limit,100.24,80
204.000000,2104,MM,sell,limit,100.34,80
204.100000,2098,N4,buy,cancel,99.94,75
204.100000,2105,N4,sell,limit,100.36,22
204.100000,2106,N6,sell,limit,100.47,13
204.100000,2107,CB,sell,limit,100.68,17
204.200000,2108,N3,buy,market,,43
204.300000,2061,N0,sell,cancel,100.44,24
204.300000,2109,N0,sell,market,,30
204.300000,1968,N9,buy,cancel,100.07,30
204.300000,2110,N9,sell,market,,21
204.300000,2111,N12,sell,limit,100.42,62
204.400000,2112,N2,buy,limit,100.33,86
204.400000,2105,N4,sell,cancel,100.36,22
204.400000,2113,N4,buy,market,,97
204.400000,2114,N13,buy,market,,97
204.500000,2115,N0,buy,limit,100.17,88
204.500000,2116,N9,buy,limit,100.16,95
204.500000,2117,N14,sell,market,,25
204.600000,2118,N8,buy,limit,100.35,75
204.800000,2037,N9,sell,cancel,100.43,13
204.800000,2119,N9,buy,market,,87
205.000000,2120,N1,buy,limit,100.16,96
205.000000,2121,N11,sell,limit,100.44,12
205.400000,2121,N11,sell,cancel,100.44,12
205.400000,2122,N11,buy,market,,47
205.600000,2123,N7,buy,limit,100.41,35
205.600000,2079,N8,buy,cancel,100.23,17
205.600000,2124,N8,buy,limit,100.26,81
205.700000,2125,N3,buy,limit,100.34,14
205.800000,2126,N11,buy,market,,24
205.800000,2127,N14,buy,limit,100.15,45
205.900000,2128,N2,buy,market,,16
205.900000,2123,N7,buy,cancel,100.41,35
205.900000,2129,N7,buy,limit,100.21,88
205.900000,2124,N8,buy,cancel,100.26,81
205.900000,2130,N8,buy,limit,100.35,56
206.000000,2131,N10,buy,limit,100.25,15
206.100000,2132,N1,sell,limit,100.71,72
206.100000,2133,N2,buy,limit,100.36,32
206.200000,2134,N2,buy,limit,100.33,51
206.300000,2135,N12,buy,limit,100.34,29
206.400000,2131,N10,buy,cancel,100.25,15
206.400000,2136,N10,sell,limit,100.55,65
206.500000,2137,N5,buy,market,,15
206.600000,2138,N0,buy,limit,100.22,94
206.600000,2139,N1,buy,limit,100.26,78
206.700000,2140,N4,buy,limit,100.32,90
206.800000,2141,N3,sell,limit,100.37,43
206.800000,2142,N8,sell,limit,100.54,36
206.800000,2136,N10,sell,cancel,100.55,50
206.800000,2143,N10,sell,limit,100.64,82
206.900000,2144,N6,sell,limit,100.92,33
207.000000,2145,N11,buy,limit,100.01,35
207.000000,2103,MM,buy,cancel,100.24,80
207.000000,2146,MM,buy,limit,100.26,80
207.000000,2147,MM,sell,limit,100.36,80
207.100000,2132,N1,sell,cancel,100.71,72
207.100000,2148,N1,buy,limit,100.27,84
207.200000,2149,N11,sell,limit,100.50,93
207.400000,2150,N6,buy,market,,41
207.400000,2135,N12,buy,cancel,100.34,29
207.400000,2151,N12,sell,limit,100.36,98
207.900000,2125,N3,buy,cancel,100.34,14
207.900000,2152,N3,buy,limit,100.23,42
207.900000,2153,CB,buy,market,,28
208.100000,2154,N8,sell,market,,11
208.500000,2155,N13,buy,limit,100.24,61
208.700000,2156,N0,sell,limit,100.27,72
208.700000,1935,N1,buy,cancel,99.91,4
208.700000,2157,N1,buy,market,,67
208.800000,2158,N0,sell,limit,100.31,86
208.900000,2159,N2,sell,market,,37
208.900000,2160,N6,buy,limit,100.20,50
208.900000,2003,CB,buy,cancel,100.10,47
208.900000,2161,CB,sell,limit,100.47,23
209.400000,2051,N1,buy,cancel,100.13,64
209.400000,2162,N1,buy,market,,43
209.500000,2163,N5,sell,limit,100.33,46
209.700000,2129,N7,buy,cancel,100.21,88
209.700000,2164,N7,sell,limit,100.49,36
209.700000,2161,CB,sell,cancel,100.47,23
209.700000,2165,CB,sell,limit,100.43,37
210.000000,2164,N7,sell,cancel,100.49,36
210.000000,2166,N7,sell,limit,100.32,56
210.000000,2146,MM,buy,cancel,100.26,80
210.000000,2167,MM,buy,limit,100.22,80
210.000000,2168,MM,sell,limit,100.32,80
210.100000,2169,N6,sell,limit,100.41,73
210.100000,2155,N13,buy,cancel,100.24,61
210.100000,2170,N13,buy,market,,98
210.200000,2171,N8,sell,limit,100.27,62
210.300000,2172,N7,sell,market,,18
210.400000,2173,N0,sell,limit,100.34,75
210.400000,2174,N7,sell,limit,100.27,10
210.500000,2175,CA,sell,market,,61
210.600000,2176,N2,sell,limit,100.31,57
210.600000,2177,N14,buy,market,,79
210.700000,2178,N7,buy,limit,99.88,44
210.800000,2179,N5,sell,limit,100.25,52
211.200000,2180,N0,sell,market,,87
211.200000,2068,N11,buy,cancel,100.14,59
211.200000,2181,N11,sell,limit,100.45,66
211.300000,2182,N7,buy,market,,42
211.300000,2183,N13,buy,market,,40
211.500000,2184,N6,sell,market,,15
211.500000,2143,N10,sell,cancel,100.64,82
211.500000,2185,N10,sell,limit,100.29,50
211.600000,2186,N2,sell,limit,100.29,10
211.900000,2186,N2,sell,cancel,100.29,10
211.900000,2187,N2,sell,limit,100.25,33
211.900000,2165,CB,sell,cancel,100.43,37
211.900000,2188,CB,buy,limit,100.20,69
212.100000,2189,N8,sell,limit,100.33,82
212.200000,2190,N11,sell,market,,62
212.200000,2191,N13,buy,market,,35
212.300000,2192,N5,sell,market,,49
212.400000,2145,N11,buy,cancel,100.01,35
212.400000,2193,N11,sell,limit,100.32,16
212.600000,2194,N4,sell,limit,100.27,27
212.800000,2178,N7,buy,cancel,99.88,44
212.800000,2195,N7,buy,limit,99.99,96
212.900000,2196,N2,buy,limit,100.14,81
213.000000,2197,N6,buy,limit,99.85,43
213.000000,2198,N12,sell,limit,100.44,53
213.000000,2199,N13,buy,market,,41
213.000000,2167,MM,buy,cancel,100.22,3
213.000000,2200,MM,buy,limit,100.15,80
213.000000,2201,MM,sell,limit,100.25,80
213.200000,2202,N5,sell,limit,100.22,50
213.300000,2203,N9,sell,limit,100.40,42
213.300000,2127,N14,buy,cancel,100.15,45
213.300000,2204,N14,sell,limit,100.27,10
213.400000,2195,N7,buy,cancel,99.99,96
213.400000,2205,N7,sell,limit,100.17,60
213.400000,2206,N9,sell,limit,100.28,14
213.400000,2207,N10,sell,market,,98
213.600000,2115,N0,buy,cancel,100.17,88
213.600000,2208,N0,buy,limit,100.12,97
213.600000,2209,N4,sell,market,,88
213.700000,2210,N1,buy,limit,100.06,61
213.700000,2211,N9,sell,limit,100.34,14
213.700000,2149,N11,sell,cancel,100.50,93
213.700000,2212,N11,buy,limit,99.97,29
213.800000,2181,N11,sell,cancel,100.45,66
213.800000,2213,N11,buy,limit,100.04,79
213.900000,2214,N1,buy,market,,40
213.900000,2185,N10,sell,cancel,100.29,34
213.900000,2215,N10,buy,market,,69
214.000000,2216,CA,sell,limit,100.25,56
214.300000,2144,N6,sell,cancel,100.92,33
214.300000,2217,N6,buy,market,,12
214.400000,2218,N4,sell,limit,100.23,12
214.500000,2173,N0,sell,cancel,100.34,27
214.500000,2219,N0,sell,limit,100.30,49
214.500000,2220,N4,sell,limit,100.32,44
214.500000,2169,N6,sell,cancel,100.41,73
214.500000,2221,N6,buy,limit,100.13,13
214.600000,2222,N2,sell,market,,31
214.600000,2223,N3,sell,limit,100.24,68
214.700000,2224,N0,sell,market,,16
214.700000,2225,N5,buy,limit,100.21,90
214.900000,2226,N8,sell,limit,100.29,94
214.900000,2227,N14,sell,limit,100.40,26
215.000000,2225,N5,buy,cancel,100.21,90
215.000000,2228,N5,buy,limit,100.21,34
215.000000,2189,N8,sell,cancel,100.33,82
215.000000,2229,N8,buy,limit,100.11,90
215.100000,2230,N10,buy,market,,78
215.100000,2231,N11,buy,market,,93
215.300000,2232,N2,buy,limit,100.20,29
215.300000,2141,N3,sell,cancel,100.37,10
